SubjectID,BlockNumber,IsControlBlock,TrialNumber,LeftImageNumber,RightImageNumber,LeftAvgRatingR1R2,LeftAvgRatingR1R2R3,RightAvgRatingR1R2,RightAvgRatingR1R2R3,Choice,RespTime
100,2,0,55,54,25,1000,1000,603.880597014925,514.328358208955,1,0.57032617034929
100,2,0,56,15,52,106.716417910448,89.7512437810943,299.402985074627,265.970149253731,2,0.700371366896434
100,2,0,57,22,28,0,6.66666666666657,317.313432835821,402.089552238806,1,0.979860202671262
100,2,0,58,31,42,414.029850746269,382.985074626866,761.492537313433,667.164179104478,2,0.636801474078311
100,2,0,59,15,13,106.716417910448,89.7512437810943,131.044776119403,105.970149253731,1,0.49909106197083
100,2,0,60,26,27,657.611940298508,664.776119402985,485.671641791045,430.746268656716,1,1.20482217416611
100,2,0,61,53,36,492.835820895522,409.253731343284,496.417910447761,545.373134328358,2,1.77799473382947
100,2,0,62,44,52,73.7313432835818,53.4328358208952,299.402985074627,265.970149253731,1,0.766343584975402
100,2,0,63,55,54,38.6567164179103,41.9900497512436,1000,1000,2,1.06018362219766
100,2,0,64,15,36,106.716417910448,89.7512437810943,496.417910447761,545.373134328358,2,1.61176015805177
100,2,0,65,26,25,657.611940298508,664.776119402985,603.880597014925,514.328358208955,1,1.31194916644381
100,2,0,66,28,27,317.313432835821,402.089552238806,485.671641791045,430.746268656716,1,1.91936725416235
100,2,0,67,31,22,414.029850746269,382.985074626866,0,6.66666666666657,1,0.726253296470531
100,2,0,68,44,50,73.7313432835818,53.4328358208952,424.776119402985,514.328358208955,1,0.994453412511575
100,2,0,69,53,52,492.835820895522,409.253731343284,299.402985074627,265.970149253731,2,0.806783764410284
100,2,0,70,54,42,1000,1000,761.492537313433,667.164179104478,1,3.1793069024061
100,2,0,71,55,13,38.6567164179103,41.9900497512436,131.044776119403,105.970149253731,2,2.43557680166487
100,2,0,72,31,52,414.029850746269,382.985074626866,299.402985074627,265.970149253731,1,2.36044652764213
100,2,0,73,15,28,106.716417910448,89.7512437810943,317.313432835821,402.089552238806,2,2.15404681639666
100,2,0,74,26,50,657.611940298508,664.776119402985,424.776119402985,514.328358208955,1,2.01636801134737
100,2,0,75,55,25,38.6567164179103,41.9900497512436,603.880597014925,514.328358208955,2,0.89722747066844
100,2,0,76,53,13,492.835820895522,409.253731343284,131.044776119403,105.970149253731,2,2.72470126592088
100,2,0,77,54,22,1000,1000,0,6.66666666666657,1,2.89003501663501
100,2,0,78,44,27,73.7313432835818,53.4328358208952,485.671641791045,430.746268656716,2,1.77550869706465
100,2,0,79,36,50,496.417910447761,545.373134328358,424.776119402985,514.328358208955,1,1.98570414650021
100,2,0,80,25,42,603.880597014925,514.328358208955,761.492537313433,667.164179104478,2,2.26810046316496
100,3,1,81,40,21,725.671641791045,695.820895522388,571.641791044776,581.194029850746,1,3.44459236081093
100,3,1,82,23,49,335.223880597015,416.417910447761,95.2238805970146,86.8656716417908,1,1.36292180503733
100,3,1,83,20,11,550.149253731343,488.059701492537,682.686567164179,674.328358208955,2,1.40722475830989
100,3,1,84,1,4,697.014925373134,688.656716417911,765.074626865671,710.149253731343,1,1.72558094983287
100,3,1,85,2,10,657.611940298508,662.388059701493,510.746268656716,566.865671641791,1,2.34002386614156
100,3,1,86,6,16,772.238805970149,741.194029850746,851.044776119403,822.388059701492,1,2.19997031893581
100,3,1,87,19,33,768.65671641791,760.298507462686,446.268656716418,464.179104477612,1,1.09234904639379
100,3,1,88,29,7,374.626865671642,368.65671641791,618.208955223881,633.731343283582,2,1.40151694886663
100,3,1,89,20,1,550.149253731343,488.059701492537,697.014925373134,688.656716417911,2,1.1285823365688
100,3,1,90,19,4,768.65671641791,760.298507462686,765.074626865671,710.149253731343,2,2.04548649462777
100,3,1,91,21,49,571.641791044776,581.194029850746,95.2238805970146,86.8656716417908,1,1.31295726215103
100,3,1,92,11,29,682.686567164179,674.328358208955,374.626865671642,368.65671641791,1,1.15232689652476
100,3,1,93,40,2,725.671641791045,695.820895522388,657.611940298508,662.388059701493,2,1.29758449417932
100,3,1,94,10,33,510.746268656716,566.865671641791,446.268656716418,464.179104477612,1,0.995629397542871
100,3,1,95,16,7,851.044776119403,822.388059701492,618.208955223881,633.731343283582,1,1.82297277016733
100,3,1,96,6,23,772.238805970149,741.194029850746,335.223880597015,416.417910447761,1,1.10298457708632
100,3,1,97,20,7,550.149253731343,488.059701492537,618.208955223881,633.731343283582,2,1.09919446652748
100,3,1,98,2,23,657.611940298508,662.388059701493,335.223880597015,416.417910447761,1,0.999416942233438
100,3,1,99,40,10,725.671641791045,695.820895522388,510.746268656716,566.865671641791,2,0.885724384797868
100,3,1,100,29,19,374.626865671642,368.65671641791,768.65671641791,760.298507462686,2,1.07280819794141
100,3,1,101,21,4,571.641791044776,581.194029850746,765.074626865671,710.149253731343,2,1.03954280260587
100,3,1,102,16,1,851.044776119403,822.388059701492,697.014925373134,688.656716417911,1,1.34837268129922
100,3,1,103,6,49,772.238805970149,741.194029850746,95.2238805970146,86.8656716417908,1,1.0394068115038
100,3,1,104,11,33,682.686567164179,674.328358208955,446.268656716418,464.179104477612,1,1.38799062233375
100,3,1,105,16,49,851.044776119403,822.388059701492,95.2238805970146,86.8656716417908,1,1.04104899780759
100,3,1,106,29,23,374.626865671642,368.65671641791,335.223880597015,416.417910447761,1,1.09932019415101
100,3,1,107,21,2,571.641791044776,581.194029850746,657.611940298508,662.388059701493,2,0.813551712557455
100,3,1,108,6,33,772.238805970149,741.194029850746,446.268656716418,464.179104477612,1,0.750332732020979
100,3,1,109,20,10,550.149253731343,488.059701492537,510.746268656716,566.865671641791,2,0.683729601109007
100,3,1,110,40,1,725.671641791045,695.820895522388,697.014925373134,688.656716417911,2,0.587047041366532
100,3,1,111,11,7,682.686567164179,674.328358208955,618.208955223881,633.731343283582,2,0.71235430001434
100,3,1,112,4,49,765.074626865671,710.149253731343,95.2238805970146,86.8656716417908,1,0.771224656551567
100,3,1,113,29,10,374.626865671642,368.65671641791,510.746268656716,566.865671641791,2,0.746063706841596
100,3,1,114,20,19,550.149253731343,488.059701492537,768.65671641791,760.298507462686,2,0.934574173219517
100,3,1,115,11,16,682.686567164179,674.328358208955,851.044776119403,822.388059701492,2,0.707603096025196
100,3,1,116,40,23,725.671641791045,695.820895522388,335.223880597015,416.417910447761,1,0.928428302944667
100,3,1,117,21,7,571.641791044776,581.194029850746,618.208955223881,633.731343283582,2,1.05449027764735
100,3,1,118,1,33,697.014925373134,688.656716417911,446.268656716418,464.179104477612,1,0.735761302499668
100,3,1,119,2,19,657.611940298508,662.388059701493,768.65671641791,760.298507462686,2,1.31898020498011
100,3,1,120,6,4,772.238805970149,741.194029850746,765.074626865671,710.149253731343,2,2.17239777226496
101,1,0,1,23,16,542.985074626866,566.865671641791,797.313432835821,741.194029850746,2,8.80496798803233
101,1,0,2,28,56,510.746268656716,521.492537313433,310.149253731343,320.89552238806,3,10.0029585334732
101,1,0,3,14,7,431.940298507463,466.567164179104,356.716417910448,421.194029850746,1,2.72737697290995
101,1,0,4,2,22,593.134328358209,600.298507462687,532.238805970149,535.820895522388,2,2.05303036156329
101,1,0,5,37,43,0,0,833.134328358209,820,1,5.19888997493308
101,1,0,6,1,11,628.955223880597,626.567164179105,933.432835820894,937.014925373133,2,3.85293164003542
101,1,0,7,17,5,313.731343283582,404.477611940298,371.044776119403,425.970149253731,2,3.36606933283292
101,1,0,8,21,53,575.223880597015,566.865671641791,897.611940298507,931.741293532338,2,2.19978129112678
101,1,0,9,43,7,833.134328358209,820,356.716417910448,421.194029850746,2,3.06016441917473
101,1,0,10,23,1,542.985074626866,566.865671641791,628.955223880597,626.567164179105,1,3.51425874858796
101,1,0,11,28,2,510.746268656716,521.492537313433,593.134328358209,600.298507462687,2,4.48998633875362
101,1,0,12,21,16,575.223880597015,566.865671641791,797.313432835821,741.194029850746,2,2.15117200418263
101,1,0,13,5,37,371.044776119403,425.970149253731,0,0,2,2.84062576751603
101,1,0,14,14,11,431.940298507463,466.567164179104,933.432835820894,937.014925373133,2,3.25137435444776
101,1,0,15,17,56,313.731343283582,404.477611940298,310.149253731343,320.89552238806,1,1.92172399479477
101,1,0,16,22,53,532.238805970149,535.820895522388,897.611940298507,931.741293532338,2,1.67264938883909
101,1,0,17,37,16,0,0,797.313432835821,741.194029850746,2,1.60979443796077
101,1,0,18,17,22,313.731343283582,404.477611940298,532.238805970149,535.820895522388,1,2.46500254377406
101,1,0,19,43,11,833.134328358209,820,933.432835820894,937.014925373133,2,1.30543417302215
101,1,0,20,28,53,510.746268656716,521.492537313433,897.611940298507,931.741293532338,2,3.38359737529481
101,1,0,21,23,21,542.985074626866,566.865671641791,575.223880597015,566.865671641791,2,3.65973123757976
101,1,0,22,2,1,593.134328358209,600.298507462687,628.955223880597,626.567164179105,1,2.1569567392944
101,1,0,23,14,5,431.940298507463,466.567164179104,371.044776119403,425.970149253731,2,4.16939411222393
101,1,0,24,28,7,510.746268656716,521.492537313433,356.716417910448,421.194029850746,2,4.11660792323164
101,1,0,25,21,1,575.223880597015,566.865671641791,628.955223880597,626.567164179105,2,4.84604262221183
101,1,0,26,5,11,371.044776119403,425.970149253731,933.432835820894,937.014925373133,2,1.29508990174145
101,1,0,27,17,23,313.731343283582,404.477611940298,542.985074626866,566.865671641791,1,1.39516427965555
101,1,0,28,56,16,310.149253731343,320.89552238806,797.313432835821,741.194029850746,2,0.733132200612999
101,1,0,29,14,43,431.940298507463,466.567164179104,833.134328358209,820,1,1.99235190283798
101,1,0,30,2,53,593.134328358209,600.298507462687,897.611940298507,931.741293532338,2,3.08661749068779
101,1,0,31,22,37,532.238805970149,535.820895522388,0,0,2,3.0610223791673
101,1,0,32,2,5,593.134328358209,600.298507462687,371.044776119403,425.970149253731,2,2.55704032223821
101,1,0,33,28,17,510.746268656716,521.492537313433,313.731343283582,404.477611940298,1,3.87414458057356
101,1,0,34,11,7,933.432835820894,937.014925373133,356.716417910448,421.194029850746,1,1.89049328887086
101,1,0,35,22,1,532.238805970149,535.820895522388,628.955223880597,626.567164179105,1,3.69085866757177
101,1,0,36,14,37,431.940298507463,466.567164179104,0,0,1,1.12868703772619
101,1,0,37,43,16,833.134328358209,820,797.313432835821,741.194029850746,2,1.40376023694898
101,1,0,38,56,23,310.149253731343,320.89552238806,542.985074626866,566.865671641791,2,1.88159103184262
101,1,0,39,7,53,356.716417910448,421.194029850746,897.611940298507,931.741293532338,2,1.04784283075332
101,1,0,40,56,21,310.149253731343,320.89552238806,575.223880597015,566.865671641791,2,2.49315678156745
101,2,0,41,54,59,611.044776119403,614.626865671642,274.328358208955,340,2,5.36158869690917
101,2,0,42,8,4,406.865671641791,459.402985074627,471.343283582089,490.44776119403,2,3.57847392687927
101,2,0,43,6,60,865.373134328358,853.432835820895,177.611940298507,244.477611940298,1,4.36747510428904
101,2,0,44,31,12,754.328358208955,722.089552238806,435.522388059701,476.119402985075,1,2.9034377402113
101,2,0,45,47,50,750,833.333333333333,793.731343283582,815.223880597015,1,1.5332009015583
101,2,0,46,25,46,550.149253731343,562.089552238806,883.283582089551,870.149253731343,2,3.10888115157559
101,2,0,47,9,35,754.328358208955,774.626865671642,729.253731343284,741.194029850746,1,0.883474695034238
101,2,0,48,39,32,363.880597014925,382.985074626866,858.20895522388,829.55223880597,2,1.86056636140438
101,2,0,49,60,25,177.611940298507,244.477611940298,550.149253731343,562.089552238806,1,3.82061814049212
101,2,0,50,50,54,793.731343283582,815.223880597015,611.044776119403,614.626865671642,1,1.79101996405007
101,2,0,51,6,12,865.373134328358,853.432835820895,435.522388059701,476.119402985075,1,3.11642542632126
101,2,0,52,31,46,754.328358208955,722.089552238806,883.283582089551,870.149253731343,1,2.24340863692578
101,2,0,53,47,59,750,833.333333333333,274.328358208955,340,1,2.00372989563493
101,2,0,54,39,9,363.880597014925,382.985074626866,754.328358208955,774.626865671642,2,1.29923890004557
101,2,0,55,8,35,406.865671641791,459.402985074627,729.253731343284,741.194029850746,2,4.82745006789355
101,2,0,56,32,4,858.20895522388,829.55223880597,471.343283582089,490.44776119403,2,2.59506286397482
101,2,0,57,60,12,177.611940298507,244.477611940298,435.522388059701,476.119402985075,1,1.75003962528626
101,2,0,58,32,46,858.20895522388,829.55223880597,883.283582089551,870.149253731343,1,3.52687701476498
101,2,0,59,39,50,363.880597014925,382.985074626866,793.731343283582,815.223880597015,2,2.30155074140112
101,2,0,60,25,54,550.149253731343,562.089552238806,611.044776119403,614.626865671642,2,2.7559026191775
101,2,0,61,8,47,406.865671641791,459.402985074627,750,833.333333333333,2,1.38379558810811
101,2,0,62,6,31,865.373134328358,853.432835820895,754.328358208955,722.089552238806,1,3.3495147141366
101,2,0,63,4,35,471.343283582089,490.44776119403,729.253731343284,741.194029850746,2,3.15904599215082
101,2,0,64,9,59,754.328358208955,774.626865671642,274.328358208955,340,1,1.87560583878985
101,2,0,65,31,8,754.328358208955,722.089552238806,406.865671641791,459.402985074627,1,3.00462538135434
101,2,0,66,39,60,363.880597014925,382.985074626866,177.611940298507,244.477611940298,1,2.07135029308029
101,2,0,67,12,35,435.522388059701,476.119402985075,729.253731343284,741.194029850746,2,1.89013695483391
101,2,0,68,6,47,865.373134328358,853.432835820895,750,833.333333333333,2,1.70344229461625
101,2,0,69,32,50,858.20895522388,829.55223880597,793.731343283582,815.223880597015,2,4.46126696992997
101,2,0,70,4,54,471.343283582089,490.44776119403,611.044776119403,614.626865671642,2,3.05692149077004
101,2,0,71,9,25,754.328358208955,774.626865671642,550.149253731343,562.089552238806,1,1.10557279369823
101,2,0,72,39,59,363.880597014925,382.985074626866,274.328358208955,340,2,2.01683535479424
101,2,0,73,31,9,754.328358208955,722.089552238806,754.328358208955,774.626865671642,2,1.53665358915441
101,2,0,74,6,4,865.373134328358,853.432835820895,471.343283582089,490.44776119403,1,1.38323783393025
101,2,0,75,50,35,793.731343283582,815.223880597015,729.253731343284,741.194029850746,1,1.31496314176093
101,2,0,76,54,12,611.044776119403,614.626865671642,435.522388059701,476.119402985075,1,2.12934678490637
101,2,0,77,8,46,406.865671641791,459.402985074627,883.283582089551,870.149253731343,1,3.01943104459588
101,2,0,78,32,60,858.20895522388,829.55223880597,177.611940298507,244.477611940298,2,3.14057050527026
101,2,0,79,46,47,883.283582089551,870.149253731343,750,833.333333333333,2,1.93985341108328
101,2,0,80,25,59,550.149253731343,562.089552238806,274.328358208955,340,2,1.69209509215852
101,3,1,81,13,36,507.164179104478,521.492537313433,811.641791044776,796.119402985075,2,2.66312940061562
101,3,1,82,10,52,851.044776119403,841.492537313433,313.731343283582,342.388059701492,1,0.879459442269763
101,3,1,83,15,40,453.432835820895,452.238805970149,854.626865671641,858.20895522388,2,1.03755019743858
101,3,1,84,26,45,915.5223880597,855.820895522387,607.462686567164,664.776119402985,2,2.34654504999889
101,3,1,85,49,44,396.119402985075,428.358208955224,195.522388059701,203.880597014925,1,0.932761048723478
101,3,1,86,30,41,571.641791044776,559.701492537313,360.298507462686,428.358208955224,1,1.49981807916811
101,3,1,87,58,19,381.791044776119,404.477611940298,944.179104477611,908.358208955223,2,1.89273007877273
101,3,1,88,20,24,442.686567164179,468.955223880597,861.791044776119,855.820895522388,2,1.46133143720454
101,3,1,89,15,41,453.432835820895,452.238805970149,360.298507462686,428.358208955224,1,2.94068058073572
101,3,1,90,49,13,396.119402985075,428.358208955224,507.164179104478,521.492537313433,2,2.24609637701451
101,3,1,91,24,26,861.791044776119,855.820895522388,915.5223880597,855.820895522387,1,0.907489235772118
101,3,1,92,10,45,851.044776119403,841.492537313433,607.462686567164,664.776119402985,1,0.735841109059038
101,3,1,93,30,44,571.641791044776,559.701492537313,195.522388059701,203.880597014925,1,0.939002827943114
101,3,1,94,19,36,944.179104477611,908.358208955223,811.641791044776,796.119402985075,2,1.9280600694301
101,3,1,95,20,58,442.686567164179,468.955223880597,381.791044776119,404.477611940298,2,2.55134186422492
101,3,1,96,52,40,313.731343283582,342.388059701492,854.626865671641,858.20895522388,2,0.883401567976762
101,3,1,97,41,19,360.298507462686,428.358208955224,944.179104477611,908.358208955223,2,1.12344851041598
101,3,1,98,13,40,507.164179104478,521.492537313433,854.626865671641,858.20895522388,2,0.894998300480438
101,3,1,99,49,20,396.119402985075,428.358208955224,442.686567164179,468.955223880597,2,3.75250349394537
101,3,1,100,52,26,313.731343283582,342.388059701492,915.5223880597,855.820895522387,2,0.793609239197394
101,3,1,101,30,58,571.641791044776,559.701492537313,381.791044776119,404.477611940298,1,2.04111129268858
101,3,1,102,15,45,453.432835820895,452.238805970149,607.462686567164,664.776119402985,2,1.11127061024672
101,3,1,103,24,36,861.791044776119,855.820895522388,811.641791044776,796.119402985075,1,2.36488230108171
101,3,1,104,10,44,851.044776119403,841.492537313433,195.522388059701,203.880597014925,1,0.971404528981111
101,3,1,105,49,40,396.119402985075,428.358208955224,854.626865671641,858.20895522388,2,1.0330442236309
101,3,1,106,10,19,851.044776119403,841.492537313433,944.179104477611,908.358208955223,1,0.73898493105844
101,3,1,107,41,45,360.298507462686,428.358208955224,607.462686567164,664.776119402985,2,0.865217947860401
101,3,1,108,15,52,453.432835820895,452.238805970149,313.731343283582,342.388059701492,1,1.56405955754053
101,3,1,109,26,36,915.5223880597,855.820895522387,811.641791044776,796.119402985075,1,1.03316225326671
101,3,1,110,13,44,507.164179104478,521.492537313433,195.522388059701,203.880597014925,1,1.14712243301892
101,3,1,111,30,24,571.641791044776,559.701492537313,861.791044776119,855.820895522388,2,0.851308091070678
101,3,1,112,10,20,851.044776119403,841.492537313433,442.686567164179,468.955223880597,1,0.595748590502808
101,3,1,113,30,13,571.641791044776,559.701492537313,507.164179104478,521.492537313433,1,1.58439753925359
101,3,1,114,58,52,381.791044776119,404.477611940298,313.731343283582,342.388059701492,1,0.952012388022922
101,3,1,115,15,36,453.432835820895,452.238805970149,811.641791044776,796.119402985075,2,1.24627694952869
101,3,1,116,26,19,915.5223880597,855.820895522387,944.179104477611,908.358208955223,1,0.708336996464823
101,3,1,117,49,45,396.119402985075,428.358208955224,607.462686567164,664.776119402985,2,0.997269055976176
101,3,1,118,24,40,861.791044776119,855.820895522388,854.626865671641,858.20895522388,1,2.36654337577329
101,3,1,119,20,44,442.686567164179,468.955223880597,195.522388059701,203.880597014925,1,0.727126480664992
101,3,1,120,41,58,360.298507462686,428.358208955224,381.791044776119,404.477611940298,2,1.05831924390895
102,1,0,1,38,37,593.134328358209,662.388059701493,585.970149253731,595.522388059701,3,10.004661830927
102,1,0,2,6,3,507.164179104478,547.761194029851,772.238805970149,812.835820895522,3,10.0056580109122
102,1,0,3,13,14,618.208955223881,602.686567164179,650.44776119403,667.164179104478,2,1.33088720983596
102,1,0,4,52,40,611.044776119403,588.358208955224,897.611940298507,903.582089552238,2,1.02566310828661
102,1,0,5,23,10,603.880597014925,602.686567164179,500,521.492537313433,1,1.14062523868324
102,1,0,6,45,16,510.746268656716,526.268656716418,761.492537313433,698.208955223881,2,0.718490177915555
102,1,0,7,30,34,403.283582089552,418.805970149254,345.970149253731,375.820895522388,1,1.09934326067378
102,1,0,8,49,27,385.373134328358,440.298507462686,693.432835820896,662.388059701493,2,0.834528167023564
102,1,0,9,45,52,510.746268656716,526.268656716418,611.044776119403,588.358208955224,1,1.3287141396886
102,1,0,10,6,34,507.164179104478,547.761194029851,345.970149253731,375.820895522388,2,1.07944134777972
102,1,0,11,23,49,603.880597014925,602.686567164179,385.373134328358,440.298507462686,2,0.980270479220053
102,1,0,12,37,14,585.970149253731,595.522388059701,650.44776119403,667.164179104478,2,0.637330284386735
102,1,0,13,30,16,403.283582089552,418.805970149254,761.492537313433,698.208955223881,1,0.988539548617155
102,1,0,14,13,40,618.208955223881,602.686567164179,897.611940298507,903.582089552238,2,0.681542609518146
102,1,0,15,3,10,772.238805970149,812.835820895522,500,521.492537313433,2,0.822768426870425
102,1,0,16,45,27,510.746268656716,526.268656716418,693.432835820896,662.388059701493,1,0.51959870140945
102,1,0,17,49,40,385.373134328358,440.298507462686,897.611940298507,903.582089552238,2,0.68862111146791
102,1,0,18,3,23,772.238805970149,812.835820895522,603.880597014925,602.686567164179,1,0.873862275079773
102,1,0,19,6,30,507.164179104478,547.761194029851,403.283582089552,418.805970149254,1,0.856158818105541
102,1,0,20,37,10,585.970149253731,595.522388059701,500,521.492537313433,2,0.737587780134163
102,1,0,21,38,13,593.134328358209,662.388059701493,618.208955223881,602.686567164179,1,1.00184255015029
102,1,0,22,16,14,761.492537313433,698.208955223881,650.44776119403,667.164179104478,2,0.774145242942723
102,1,0,23,34,52,345.970149253731,375.820895522388,611.044776119403,588.358208955224,1,0.991242059746583
102,1,0,24,10,27,500,521.492537313433,693.432835820896,662.388059701493,2,1.14988411775994
102,1,0,25,34,37,345.970149253731,375.820895522388,585.970149253731,595.522388059701,1,1.29980771258124
102,1,0,26,45,13,510.746268656716,526.268656716418,618.208955223881,602.686567164179,2,0.97291504666191
102,1,0,27,38,52,593.134328358209,662.388059701493,611.044776119403,588.358208955224,1,0.769526776638486
102,1,0,28,23,14,603.880597014925,602.686567164179,650.44776119403,667.164179104478,2,0.850404010723651
102,1,0,29,30,40,403.283582089552,418.805970149254,897.611940298507,903.582089552238,1,0.849861762547334
102,1,0,30,6,16,507.164179104478,547.761194029851,761.492537313433,698.208955223881,2,0.71520136363597
102,1,0,31,3,49,772.238805970149,812.835820895522,385.373134328358,440.298507462686,1,0.700135626030715
102,1,0,32,6,45,507.164179104478,547.761194029851,510.746268656716,526.268656716418,2,0.57961191042159
102,1,0,33,38,16,593.134328358209,662.388059701493,761.492537313433,698.208955223881,1,1.27296253349778
102,1,0,34,23,13,603.880597014925,602.686567164179,618.208955223881,602.686567164179,2,1.05034128898842
102,1,0,35,34,10,345.970149253731,375.820895522388,500,521.492537313433,2,1.17165621287313
102,1,0,36,27,40,693.432835820896,662.388059701493,897.611940298507,903.582089552238,1,1.56949923540014
102,1,0,37,3,14,772.238805970149,812.835820895522,650.44776119403,667.164179104478,2,0.802433086999372
102,1,0,38,49,37,385.373134328358,440.298507462686,585.970149253731,595.522388059701,1,1.13487485500445
102,1,0,39,38,30,593.134328358209,662.388059701493,403.283582089552,418.805970149254,2,1.06678171799103
